MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Straße;Hausnummer;Gemarkung;Flurstück;Gemeindeschlüssel;Koordinate: Breitengrad (WGS84);Koordinate: Längengrad (WGS84);Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Name des Windparks;Nabenhöhe der Windenergieanlage;Rotordurchmesser der Windenergieanlage;Hersteller der Windenergieanlage;Typenbezeichnung;Hauptbrennstoff der Einheit;Nutzbare Speicherkapazität in kWh;Technologie der Stromerzeugung;Lage der Einheit;Letzte Aktualisierung;Datum der endgültigen Stilllegung;Datum der geplanten Inbetriebnahme;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Volleinspeisung oder Teileinspeisung;MaStR-Nr. der Genehmigung;Name des Anschluss-Netzbetreibers;MaStR-Nr. des Anschluss-Netzbetreibers;Netzbetreiberprüfung;Spannungsebene;MaStR-Nr. der Lokation;MaStR-Nr. der EEG-Anlage;EEG-Anlagenschlüssel;Inbetriebnahmedatum der EEG-Anlage;Installierte Leistung der EEG-Anlage;Zuschlagnummer (EEG/KWK-Ausschreibung);MaStR-Nr. der KWK-Anlage;Inbetriebnahmedatum der KWK-Anlage;Elektrische KWK-Leistung;Thermische Nutzleistung in kW
SEE917667484091;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.06.2023;08.06.2023;Thüringen;96515;Sonneberg;;;;;16072018;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);08.06.2023;;;natürliche Person (ABR965943705033);ABR965943705033;Teileinspeisung (einschließlich Eigenverbrauch);;Licht- und Kraftwerke Sonneberg GmbH (SNB919657321775);SNB919657321775;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL991928594941;EEG998244923356;;01.06.2023;0,6;;;;;
SEE936882196114;Balkonkraftwerk Hausdach;In Betrieb;Solare Strahlungsenergie;0,85;0,6;07.06.2023;08.06.2023;Thüringen;99768;Harztor;;;;;16062065;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);08.06.2023;;;natürliche Person (ABR936350739911);ABR936350739911;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL925930061924;EEG943701942999;;07.06.2023;0,85;;;;;
SEE904163972665;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;15.07.2023;23.07.2023;Thüringen;99869;Molschleben;;;;;16067047;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);23.07.2023;;;natürliche Person (ABR970737793615);ABR970737793615;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL942181521021;EEG901138648471;;15.07.2023;0,8;;;;;
SEE921205322851;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;08.06.2023;09.06.2023;Thüringen;7557;Zedlitz;;;;;16076086;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.06.2023;;;natürliche Person (ABR916594411873);ABR916594411873;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL968912004069;EEG954119650291;;08.06.2023;0,8;;;;;
SEE966203758332;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;08.06.2023;09.06.2023;Thüringen;36469;Bad Salzungen;;;;;16063003;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.06.2023;;;natürliche Person (ABR969637414287);ABR969637414287;Teileinspeisung (einschließlich Eigenverbrauch);;OsthessenNetz GmbH (SNB934071779865);SNB934071779865;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL902805810153;EEG939335235163;;08.06.2023;0,8;;;;;
SEE962083614522;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;10.06.2023;11.06.2023;Thüringen;96515;Sonneberg;;;;;16072018;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);20.06.2023;;;natürliche Person (ABR988091381751);ABR988091381751;Teileinspeisung (einschließlich Eigenverbrauch);;Licht- und Kraftwerke Sonneberg GmbH (SNB919657321775);SNB919657321775;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL969791047178;EEG911757954518;;10.06.2023;0,6;;;;;
SEE997320697075;Balkonkraftwerk Gartenlaube;In Betrieb;Solare Strahlungsenergie;0,76;0,6;12.05.2023;09.06.2023;Thüringen;36433;Leimbach;;;;;16063051;;;2;Ost-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.06.2023;;;natürliche Person (ABR939475546914);ABR939475546914;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL939565033850;EEG922527495025;;12.05.2023;0,76;;;;;
SEE923918185280;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,83;0,6;09.05.2023;20.09.2023;Thüringen;6577;An der Schmücke;;;;;16065088;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.09.2023;;;natürliche Person (ABR995173274450);ABR995173274450;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL980198041408;EEG902358216310;E41081010000000000000000000568976;09.05.2023;0,83;;;;;
SEE925658873342;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,083;0,06;09.05.2023;09.06.2023;Thüringen;6577;An der Schmücke;;;;;16065088;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.06.2023;;;natürliche Person (ABR995173274450);ABR995173274450;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL967025796427;EEG970570470834;;09.05.2023;0,083;;;;;
SEE920021258641;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,9;0,6;17.06.2023;01.07.2023;Thüringen;99817;Eisenach;;;;;16056000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.07.2023;;;natürliche Person (ABR941640845944);ABR941640845944;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL920917777775;EEG938565019222;;17.06.2023;0,9;;;;;
SEE916720242951;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,77;0,6;10.06.2023;10.06.2023;Thüringen;7745;Jena;;;;;16053000;;;2;West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.06.2023;;;natürliche Person (ABR934357106231);ABR934357106231;Volleinspeisung;;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL903829137059;EEG960551454106;;10.06.2023;0,77;;;;;
SEE977107081211;BalkonkraftwerkClara;In Betrieb;Solare Strahlungsenergie;0,79;0,79;02.05.2023;10.06.2023;Thüringen;98724;Neuhaus;;;;;16072013;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.06.2023;;;natürliche Person (ABR922395468909);ABR922395468909;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL929898922686;EEG998213980946;;02.05.2023;0,79;;;;;
SEE934686388247;Balkonkraftwerk 600W;In Betrieb;Solare Strahlungsenergie;0,8;0,6;01.06.2023;10.06.2023;Thüringen;99734;Nordhausen;;;;;16062041;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.06.2023;;;natürliche Person (ABR931775068714);ABR931775068714;Teileinspeisung (einschließlich Eigenverbrauch);;Nordhausen Netz GmbH (SNB959176447266);SNB959176447266;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL983997074639;EEG998667927498;;01.06.2023;0,8;;;;;
SEE978029383285;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,75;0,6;30.05.2023;10.06.2023;Thüringen;99820;Hörselberg-Hainich;;;;;16063098;;;3;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.06.2023;;;natürliche Person (ABR953773617374);ABR953773617374;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL912397543469;EEG985064089348;;30.05.2023;0,75;;;;;
SEE980785555431;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,79;0,6;29.04.2023;10.06.2023;Thüringen;98673;Eisfeld;;;;;16069012;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.06.2023;;;natürliche Person (ABR903843545502);ABR903843545502;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL984260872778;EEG928296291318;;29.04.2023;0,79;;;;;
SEE984392118997;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;10.06.2023;11.06.2023;Thüringen;7381;Pößneck;;;;;16075085;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;;natürliche Person (ABR972784203345);ABR972784203345;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL979550515695;EEG948090954943;;10.06.2023;0,82;;;;;
SEE904167486182;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;01.06.2023;11.06.2023;Thüringen;99842;Ruhla;;;;;16063066;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);11.06.2023;;;natürliche Person (ABR976464608772);ABR976464608772;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL922347196454;EEG914039042552;;01.06.2023;0,8;;;;;
SEE917457897186;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;04.06.2023;11.06.2023;Thüringen;99842;Ruhla;;;;;16063066;;;2;;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;;natürliche Person (ABR976464608772);ABR976464608772;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL980346154035;EEG937793530776;;04.06.2023;0,6;;;;;
SEE927673854177;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,79;0,6;;11.06.2023;Thüringen;7557;Hundhaupten;;;;;16076033;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;29.08.2023;natürliche Person (ABR959508772318);ABR959508772318;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE945066867689;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;30.04.2023;11.06.2023;Thüringen;7778;Hainichen;;;;;16074036;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;;natürliche Person (ABR915484713424);ABR915484713424;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL924806990030;EEG940447351559;;30.04.2023;0,82;;;;;
SEE915119669935;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,9;0,6;07.06.2023;11.06.2023;Thüringen;36448;Bad Liebenstein;;;;;16063099;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;;natürliche Person (ABR947313563894);ABR947313563894;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL917206616259;EEG963143374646;;07.06.2023;0,9;;;;;
SEE944184670447;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.04.2023;11.06.2023;Thüringen;99310;Arnstadt;;;;Flur 24: 5239/126;16070004;;;4;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;;natürliche Person (ABR993880975714);ABR993880975714;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Arnstadt Netz GmbH & Co. KG (SNB985993443181);SNB985993443181;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL902494355386;EEG957450398952;;01.04.2023;0,6;;;;;
SEE982649753397;Balkonkraftwerk Carport;In Planung;Solare Strahlungsenergie;0,88;0,6;;11.06.2023;Thüringen;37327;Leinefelde-Worbis;;;;;16061115;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);11.06.2023;;01.07.2023;natürliche Person (ABR927676015902);ABR927676015902;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE919683245670;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,8;0,6;;12.06.2023;Thüringen;7743;Jena;;;;;16053000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);16.09.2023;;09.10.2023;natürliche Person (ABR964092189787);ABR964092189787;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE915313028767;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,81;0,6;09.06.2023;18.06.2023;Thüringen;99095;Erfurt;;;;;16051000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);18.06.2023;;;natürliche Person (ABR995320998598);ABR995320998598;Teileinspeisung (einschließlich Eigenverbrauch);;SWE Netz GmbH (Erfurt) (SNB950262883869);SNB950262883869;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL945077274230;EEG998831918437;;09.06.2023;0,81;;;;;
SEE944298353878;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;08.07.2023;10.07.2023;Thüringen;98646;Hildburghausen;;;;;16069024;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.07.2023;;;natürliche Person (ABR967103576248);ABR967103576248;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL921944063701;EEG974082323305;;08.07.2023;0,8;;;;;
SEE971583669338;Balkonkraftwerk Terasse;In Planung;Solare Strahlungsenergie;0,83;0,6;03.07.2023;12.06.2023;Thüringen;4613;Lucka;;;;;16077028;;;2;Süd-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);05.07.2023;;;natürliche Person (ABR936303568216);ABR936303568216;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;;Niederspannung (= Hausanschluss/Haushaltsstrom);;EEG915166020888;;03.07.2023;0,83;;;;;
SEE923151925964;BalkonkraftwerkSLN;In Betrieb;Solare Strahlungsenergie;0,415;0,415;26.06.2023;26.06.2023;Thüringen;4626;Schmölln;;;;;16077043;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);15.07.2023;;;natürliche Person (ABR958872497292);ABR958872497292;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL992190060783;EEG956245680838;;26.06.2023;0,415;;;;;
SEE933498087096;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;03.07.2023;03.07.2023;Thüringen;96515;Sonneberg;;;;;16072018;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);03.07.2023;;;natürliche Person (ABR959199213817);ABR959199213817;Teileinspeisung (einschließlich Eigenverbrauch);;Licht- und Kraftwerke Sonneberg GmbH (SNB919657321775);SNB919657321775;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL993333246644;EEG908173071998;;03.07.2023;0,82;;;;;
SEE904145214653;Balkonkraftwerk Garten;In Betrieb;Solare Strahlungsenergie;0,6;0,6;10.06.2023;12.06.2023;Thüringen;98693;Ilmenau;;;;;16070029;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.06.2023;;;natürliche Person (ABR948724538310);ABR948724538310;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL946972174366;EEG922906348133;;10.06.2023;0,6;;;;;
SEE957468767467;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;25.06.2023;28.06.2023;Thüringen;98553;Schleusingen;;;;;16069043;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);28.06.2023;;;natürliche Person (ABR993838627573);ABR993838627573;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL980528691839;EEG969300568361;;25.06.2023;0,6;;;;;
SEE993247457921;BalkonKraftwerk;In Betrieb;Solare Strahlungsenergie;0,84;0,8;12.06.2023;12.06.2023;Thüringen;36456;Barchfeld-Immelborn;;;;;16063004;;;2;Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.06.2023;;;natürliche Person (ABR978349395821);ABR978349395821;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL975368086303;EEG966451587449;;12.06.2023;0,84;;;;;
SEE969903412245;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;09.06.2023;12.06.2023;Thüringen;7929;Saalburg-Ebersdorf;;;;;16075135;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.06.2023;;;natürliche Person (ABR911365357862);ABR911365357862;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL949106787869;EEG956658469303;;09.06.2023;0,8;;;;;
SEE923790958323;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,375;0,375;07.10.2022;13.06.2023;Thüringen;37339;Kirchworbis;;;;;16061058;;;3;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR929931361458);ABR929931361458;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL918540093720;EEG946211082599;;07.10.2022;0,375;;;;;
SEE911662736339;Balkonkraftwerk Hausdach;In Betrieb;Solare Strahlungsenergie;0,82;0,6;13.06.2023;13.06.2023;Thüringen;37308;Heilbad Heiligenstadt;;;;;16061045;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR962394254523);ABR962394254523;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Heilbad Heiligenstadt GmbH (SNB952677840789);SNB952677840789;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL943416333273;EEG952394565149;;13.06.2023;0,82;;;;;
SEE934512266725;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,8;10.06.2023;13.06.2023;Thüringen;99834;Gerstungen;;;;;16063097;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR931814404084);ABR931814404084;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL925469271993;EEG931314861837;;10.06.2023;0,82;;;;;
SEE982067833220;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,4;0,4;19.05.2023;13.06.2023;Thüringen;7545;Gera;;;;;16052000;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR951758269020);ABR951758269020;Teileinspeisung (einschließlich Eigenverbrauch);;GeraNetz GmbH (SNB948816192529);SNB948816192529;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL966795198608;EEG935037038569;;19.05.2023;0,4;;;;;
SEE972427305320;Balkonkraftwerk Zähler Erdgeschoss;In Betrieb;Solare Strahlungsenergie;0,6;0,6;13.06.2023;13.06.2023;Thüringen;99625;Großneuhausen;;;;;16068019;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR962140041094);ABR962140041094;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL902174905689;EEG946049115575;;13.06.2023;0,6;;;;;
SEE950934135838;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,7;0,6;11.06.2023;13.06.2023;Thüringen;7929;Saalburg-Ebersdorf;;;;;16075135;;;7;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR916159488814);ABR916159488814;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL940959165286;EEG903905626019;;11.06.2023;0,7;;;;;
SEE983259665629;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;07.06.2023;13.06.2023;Thüringen;37327;Wingerode;;;;;16061107;;;2;Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);13.06.2023;;;natürliche Person (ABR929832546725);ABR929832546725;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL945863754687;EEG906992092262;;07.06.2023;0,8;;;;;
SEE949155219786;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,285;0,285;21.08.2023;21.08.2023;Thüringen;4603;Windischleuba;;;;;16077052;;;1;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.08.2023;;;natürliche Person (ABR914974874980);ABR914974874980;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL906460058523;EEG945656049952;;21.08.2023;0,285;;;;;
SEE942974538328;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;28.04.2023;14.06.2023;Thüringen;37345;Sonnenstein;;;;;16061117;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);14.06.2023;;;natürliche Person (ABR945538927774);ABR945538927774;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL982490853628;EEG923250570928;;28.04.2023;0,6;;;;;
SEE941348233500;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;15.05.2023;14.06.2023;Thüringen;36448;Bad Liebenstein;;;;;16063099;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);14.06.2023;;;natürliche Person (ABR976980553105);ABR976980553105;Teileinspeisung (einschließlich Eigenverbrauch);;Werraenergie GmbH (SNB973501936539);SNB973501936539;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL910573343377;EEG939911240710;;15.05.2023;0,6;;;;;
SEE937137948694;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;18.09.2022;14.06.2023;Thüringen;99098;Erfurt;;;;;16051000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);14.06.2023;;;natürliche Person (ABR988142116967);ABR988142116967;Volleinspeisung;;SWE Netz GmbH (Erfurt) (SNB950262883869);SNB950262883869;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL906187144752;EEG905928878420;;18.09.2022;0,6;;;;;
SEE903843288843;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,84;0,6;11.06.2023;14.06.2023;Thüringen;99438;Bad Berka;;;;;16071003;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);14.06.2023;;;natürliche Person (ABR942798638921);ABR942798638921;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL993083147208;EEG900968259949;;11.06.2023;0,6;;;;;
